@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RT @PamelaFerrara: Emergenza #Sardegna: raccolta fondi promossa da Corriere e La7  IT86 R030 6909 4000 0000 0111 105 #allertameteoSAR #Forz…","8","5","0","142","20","3","1"
"Aggiornamento  - Ml: 2.7 3 km N di Mirandola (Modena) 2012-09-12 03:03:09 (UTC) #terremoto 609914","7","2","0","97","19","1","0"
"Il responsabile della sparatoria potrebbe essere ex-agente TSA in pensione. Spiegherebbe come sia arrivato al gate con un fucile così. #LAX","6","6","0","140","22","1","0"
"Valorizzare patrimonio architettonico, salvaguardare territorio: ottimizzare spazi = meno volumi è l'av-ventura #Sardegna #serviziopubblico","7","6","0","140","14","2","0"
"Tifone nelle Fillippine,ripetuti tornado negli Usa,alluvione in Sardegna. Forse i grandi della terra dovrebbero tornare a parlare del clima.","8","5","0","140","21","0","0"
"#Oristano celebra gli avieri sardi morti a #Sutri -furono trucidati dai #nazisti nel 1943 #sardegna #guerra... http://t.co/TWxK74YVAv","7","7","1","133","20","5","0"
"RT @CriticoCinema: #FF  FATTE GIRARE! RISPETTO  #SARDEGNA #ALLUVIONE2013 #ALLERTAMETEOSAR CHIUNQUE VEDA QUESTO POST #RT #LUTTONAZIONALE htt…","14","5","0","142","16","6","1"
"#terremoto. Ma il collegamento su Rai news da Bologna era finto, ché durante quest'ultima non ha fatto un frizzo?","5","3","1","114","20","1","0"
"RT @nnsocmmichiamo: La vittima più piccola dell'alluvione dell mia Sardegna,morto non il suo papà.I ritardi dell'allerta son stati fatali h…","6","3","0","144","24","0","1"
"Parmigiano solidale #terremoto http://t.co/vz8FsWxD","0","3","0","51","7","1","0"
"Papa: Non possiamo non ricordare le vittime della recente alluvione in Sardegna. Preghiamo per loro!","5","2","1","100","15","0","1"
"@nellina99 seeeee quella sta a penzà (pensare) alla rivoluzione liberale da 20 anni... #sardegna in lista di attesa!#lorenzin #BALLARO","6","4","2","135","20","2","0"
"Alluvione Sardegna: molte strade chiuse - Cronaca http://t.co/8pjR3aQIay","5","0","0","72","10","0","1"
"RT @andmarini: #Modena Strage di Brindisi, alle 18 presidio al Sacrario. A mezzanotte minuto di silenzio al... http://t.co/boE09BWv @gaz ...","10","3","0","140","22","1","0"
"Sei meravigliosa perchè sei la Mamma di un popolo stupendo che quanto ad umiltà, generosità e forza di volontà non ha eguali.  #Sardegna.","8","4","0","141","23","1","1"
"RT @rinaldosidoli: La giunta #Cappellacci ha approvato un documento che apre la strada a nuove colate di cemento in #Sardegna. Piangere, no…","10","2","1","142","22","2","0"
"#terremoto http://t.co/CPenz4yK","0","2","0","31","5","1","0"
"RT @GiulianaSgrena: #Tav un asse strategico ha detto #Letta, la scelta strategica dovrebbe essere la riconversione ecologica, vedi #Sardegna","7","6","0","140","19","3","0"
"#terremoto artificiale di #profitto pianura padana http://t.co/vDQvhAO9","4","1","0","71","10","2","0"
"RT @ilghiozzo: Forza #Sardegna sms 45500 http://t.co/QxiSLMP6gK","4","2","0","63","10","1","0"
"RT @theRealDonJoe: erano 10 anni che non dormivo così bene.. Non ho manco sentito il #terremoto a Milano","3","4","1","105","18","1","0"
"Stop con legge costituzionale ogni genere di  condono! Basta abusivismo #Sardegna #Sardegna #allertameteoSAR #condono #Letta #renzirisponde","8","7","0","139","16","6","0"
"#RimborsiElettoraliAiPartiti ai terremotati ora! Firma @Avaaz prima del voto in Senato! #terremoto http://t.co/RfKEHGIh","3","5","0","119","16","2","1"
"RT @lanuovasardegna: #Buongiorno questa è la #primapagina della #NuovaSardegna oggi in #edicola  #sardegna http://t.co/QV6knXWq59 http://t.…","6","6","1","143","18","5","0"
"RT @SkydAnc3R: RT Post impopolare e senza cuore http://t.co/hoxpEW8yK3 #sardegna","4","1","0","80","13","1","0"
"RT @kekkoz: Record di ascolti per la lezione su Estimo e Teorie della Valutazione che stanno dando su Raidue. #terremoto","8","3","1","120","20","1","0"
"RT @AlienaKent: @JustElisabetta la #CRI ha attivato SMS solidale 45500. #Sardegna Per le donazioni entrate nel SITO UFFICIALE http://t.co/g…","9","4","0","142","22","2","1"
"@Selenelios #umorismomacabroscadente #terremoto io ho sgridato il cane che dorme sotto il letto..","3","4","2","97","13","2","0"
"Medicina centrata sul paziente:le nuove sfide del medico che opera in... http://t.co/dAOLL4ra7Q #Tutteleprofessioni #Cagliari #Sardegna","8","5","1","135","19","3","0"
"RT @marras_anto: Golfo degli Angeli dalla Sella del Diavolo. #cagliari #Sardegna http://t.co/tLhLnJfrrF","5","3","0","103","15","2","0"
"@Nico_Aru come va in #Sardegna :(","3","1","0","33","5","1","0"
"Buongiorno a tutti...ed anche il terremoto continua a scuotere un Italia ormai scossa abbastanza :-","3","3","1","100","15","0","1"
"COSTA RICA: Banhvi con gerente interino - EntornoInteligente http://t.co/VkysfLiZ #CostaRica","5","1","0","92","12","1","0"
"45500 dona 2 euro alla Croce Rossa Italiana per la regione Sardegna.  #Sardegna #ForzaSardegna","6","3","0","94","14","2","1"
"RT @pelopippo: È una terra meravigliosa di gente meravigliosa . Forza ! #Sardegna","5","2","0","82","10","1","0"
"RT @AndreaAli82: NON MANDATE SOLDI a nessuno per la #Sardegna, é troppo presto! Gli IBAN che girano potrebbero essere sciacallaggio. #aller…","9","3","2","143","20","2","1"
"#Sardegna Allarme meteo in Anglona: chissenefrega, ha detto #Briatore, quella è in Spagna.","6","5","1","91","12","2","0"
"La prossima volta che voterete qualcuno che basa la propria politica sul cemento, sappiate di avere molti morti sulla coscienza. #Sardegna","6","5","2","138","21","1","0"
"RT @gloriaghi: Il nuovo #Gioia è in #edicola. Con #VanessaIncontrada #PaoloBossini #CatherineMayer lo #SpecialeEmilia #terremoto @aledip ...","11","4","1","141","15","7","0"
"RT @TerreInMoto: I Negozi di Mirandola 3 Mesi Dopo il #Terremoto - http://t.co/8SVkDdHm","7","0","0","87","15","1","0"
"Il #dolce sardo delle spose http://t.co/CLX8bPNgOG #matrimonio #sardegna #sposa #dolci #torte #sardegna #foodporn","5","8","0","113","16","8","0"
"RT @a42nno: Noi sardi siamo abituati a combattere in solitudine, ma in certi casi una carezza aiuta #cit #porrà #sardegna","8","7","1","122","20","3","1"
"Il mio cuore è in #Sardegna!!!! Il mio cuore è con i #Sardi! #allarmemeteoSAR","6","3","1","79","12","3","1"
"Un saluto da Savona agli amici della #Sardegna. Piazzetta della Maddalena. Edicola della Madonna della Misericordia http://t.co/tMXAeOu4Jf","8","4","0","138","20","1","0"
"RT @gluca: #terremoto: se avete 2€ da donare: SMS a 45500. Se ne avete 10+: qui trovate il C/C dedicato, del comune di #sanfelice http:/ ...","7","6","2","142","26","2","1"
"#terremoto Soddisfazione di Errani per lo stanziamento Ue. “Europa riconosce importanza regione e gravità dei danni”  http://t.co/RcR9lS3Q","9","2","0","143","20","1","0"
"#Alluvione in #Sardegna: stanziati 25 milioni per l'#emergenza - continua il #maltempo #meteo #cleopatra #ciclone... http://t.co/qJ1nHQDkPd","8","7","0","139","19","6","1"
"Manchester City : Roberto Mancini, I love Mario Balotelli  #bigwet http://t.co/ws1y5MTh","9","1","0","87","13","1","0"
"In #Sardegna siamo abituati a non piangerci addosso e a rimboccarci le maniche - #DogniaCosaPassat","4","4","0","98","14","2","1"
"RT @MeteoWeb_eu: #Alluvione in #Sardegna, almeno un morto e 5 dispersi: scenari drammatici [FOTO] --&gt; http://t.co/Cw4YYS5Jb0","8","2","0","127","19","2","1"
"RT @TheUnspecialOne: La stabilità del letto Ikea durante il #terremoto: mi sono svegliato in bagno.","6","2","1","100","15","1","0"
"San Felice http://t.co/lvniJOwM","2","1","0","31","6","0","0"
"RT @Master2001_3: Un Encomio Solenne a fratelli e sorelle della #Sardegna che da #IsolaniIsolati si aiutano tra loro! RT a tuttala mia TL a…","11","2","2","142","24","2","1"
"ALERTA #Sismo con Magnitud 4.8, 84km WSW en Challapata #Bolivia","7","2","0","63","11","2","0"
"E questo sarebbe un candidato alle amministrative, ma in che mondo siamo #terremoto http://t.co/zTnXspnF","3","2","1","104","17","1","0"
"RT @RobertoRicciuti: Mi domando: ma questo sciame sismico è normale? #terremoto","2","4","1","80","10","1","1"
"#Cartoline dalla #Sardegna : la gioia di praticare gli sport preferiti godendo dell'ossigeno e dello iodio di un... http://t.co/mWcGhb0dce","7","5","0","138","22","2","0"
"#sciechimiche #alluvione #sardegna #giannilannes http://t.co/gfZ298jlo3","3","5","0","71","8","4","0"
"@MariBolonotto Terremoto en costa rica!!! 6.9 creo!","1","1","0","51","8","0","1"
"RT @micfiorentino: #Sardegna #allertameteoSAR ancora invito a diffondere il più possibile i numeri alternativi al 115. Grazie http://t.co/6…","4","5","0","143","21","2","1"
"#terremoto cmq qui a #vicenza ne ho sentite altre 2 piccole. Ora dormo ciao @webeconoscenza @lumaca81 @kiavianello @andreacasadeiVE @robitu","3","4","1","139","19","2","1"
"Meglio tacere che dire banalità #Sardegna","2","3","0","42","6","1","0"
"#sanremo2013 un #meteorite non poteva colpire i #Modà ?","2","3","0","56","8","3","0"
"RT @robertamilano: @GBA_mediamondo e socializzi l'ansia in attesa dell'ansa #terremoto","3","4","0","86","12","1","1"
"RT @PernaDario: Noi reagiamo così!! Non ci arrendiamo!! #terremoto #modena  #CAVEZZO #emilia http://t.co/Vu9SzbFQ","3","7","2","114","16","4","1"
"RT @Julius09099035: @Fiorello mandate un SMS al 45500 Numero della Croce Rossa per aiutare gli alluvionati in #Sardegna diffondi per favore","8","6","1","139","21","1","1"
"RT @FPanunzi: Dicono che sia stata la Grecia che si stacca dell'Europa. #terremoto","3","4","2","82","14","1","1"
"RT @YouReporter: Disastro ferroviario in #Canada: a fuoco Lac-Mégantic, il mostruoso incendio: video http://t.co/7lFvEzJ5dJ","11","0","0","124","19","1","1"
"RT @rinaldosidoli: #sapevatelo Il ricavato del televoto di #XF7 sarà devoluto alle persone colpite dall'alluvione in #Sardegna. Un bel gest…","10","3","0","143","21","3","1"
"RT @FaustoPiu: Brava Luciana, una che ha il coraggio di dire come stanno realmente le cose! #chetempochefa #Sardegna","8","4","2","116","18","2","0"
"Dovrebbe essere sempre cosi' ! RT @News_Comune_RE: #terremoto Rete Wi-fi del Comune ad accesso libero","5","2","1","101","15","1","1"
"RT @pillopoulos: Difesa dell' #ambiente difesa del #territorio investimenti in #cultura #ora #politica #sardegna","8","5","0","112","14","6","0"
"RT @piervaccaneo: Amici della #Sardegna seguite #allertameteoSAR per RT a informazioni e segnalazioni utili per tutte le zone colpite dal c…","8","4","0","142","21","2","1"
"RT @GinaBondi1: #Sardegna #Sardinia Ecco cosa serve @IlCafaro: “@Frag0laHonami: #allertameteoSAR  URGENTE PER LA SARDEGNA http://t.co/uMVf…","8","5","1","143","18","3","1"
"RT @NathanNemo: RT @massimomasi: Solo SKY sta informando! Vergogna! #terremoto e' la fine dell'informazione pubblica","5","2","0","116","16","1","1"
"Ma il Governo non si è ancora espresso sul #luttonazionale per la #Sardegna?  #sardegnaciclone","3","3","1","95","13","3","1"
"Sono vicina alle popolazioni della #Sardegna .","3","2","0","46","6","1","1"
"RT @TGR_rai: Alluvione Sardegna Protezione Civile chiede sospendere invio aiuti: centri raccolta per ora sono saturi #allertameteoSAR","6","6","0","133","17","1","1"
"#nswfires #NSWRFS #Blaxland MT ci riverview ora probabilmente meglio preparati per un incendio di quanto non sia mai stato. Rischio ridotto nell&#39;ultima settimana","7","6","2","165","25","3","1"
"RT @Vixi_Darling: Laffy !! #RedOctober","2","2","0","38","4","1","0"
"Titolo USA: il pedaggio per il crollo del Bangladesh passa a 400 http://t.co/y0080qPuxA","6","1","0","87","16","0","1"
"RT @STcom: IMMAGINI: 87 morti nella fabbrica di abbigliamento #Bangladesh collasso http://t.co/WNe42ReRNq http://t.co/ddlFhM7x01","9","2","0","128","19","1","1"
"RT @moftasa: 804 persone uccise nel crollo della fabbrica del Bangladesh. Probabilmente uno dei più grandi disastri industriali di sempre. http: //t....","10","2","0","153","22","0","1"
"Così orribile: i soccorritori dell&#39;esplosione di piante fertilizzanti del Texas alla ricerca di superstiti, persone scomparse - ABC News http://t.co/qWYlqu8q2G (via @ABC)","11","2","0","175","26","0","1"
"RT @htTweets: 500 morti temuti in Bangladesh crollano mentre il papa sbatte &quot;schiavitù&quot; http://t.co/1xDsAQTA5b #ht","6","2","0","125","20","1","1"
"il sesso #rescueph potrebbe essere carino fino ad oggi! http://t.co/RJGAm4ez","1","4","0","76","13","1","0"
"Oh Paul, sei sempre stato il mio Beatle preferito. :-)) # LacMégantic http://t.co/MbZqhZw1KO","3","2","0","93","15","1","0"
"RT @smh: L&#39;intera area delle Blue Mountains, così come Penrith e Richmond, rischiano di bruciare nei prossimi giorni. #nswfires","9","3","0","132","21","1","1"
"Meteorite russa 2013 Crumb Boss TV: tutte le ricette trovate su http://t.co/Bz1Nksu4AU Controlla il link sotto ...","8","0","0","114","19","0","1"
"【#USGS #alert】 M 1.6, Central California: 07 settembre 2012 00:26:08 GMT http://t.co/jP1z9llB #earthquake #tsunami #prayfromjapan","10","3","0","133","21","4","0"
"#RussianMeteor Lol. Colto in flagrante! http://t.co/fWTvnIt4","2","2","0","60","9","1","0"
"#Earthquake Magnitude ML 2.6Region ISOLE CANARIE, REGIONE SPAGNAData 2012-09-15 03: 50: 39.2 UTCLocation ... http://t.co/Yqm6gfeB","7","2","0","129","21","1","0"
"RT @reporterremoto: #terremoto M 5.0, Isole Salomone http://t.co/2hbpeAgs #earthquake","4","4","0","85","13","2","0"
"RT @jessicadpeters: dopo aver visto le notizie sull&#39;esplosione ovest, @ SusanPeters85 chiama i suoi amici più cari e va all&#39;ospedale. Quindi, grato ...","7","3","0","160","25","0","1"
"#JuliaMontesOnASAPDiyesIsIt #Pasay #pinoy #philippines We (2) Love (4) You (3) = 243 #Mentaphone #Anonimo https://t.co/GDyRP2TmDp","7","5","0","129","17","6","0"
"RT @cnnivideo: guarda l&#39;enorme buca di meteorite nel lago http://t.co/q5SIxuP9 #RussianMeteor #CNN http://t.co/kcs2olRk","7","3","0","123","21","2","1"
"OTTIENI NUOVE FOLLO WERS? Visita http://t.co/AwSRQmFypt # sharewhatsgood, # BestRapper, # boulderflood, # TomQandA, # initialsof http://t.co/ksF72alGf9","10","4","0","151","18","5","0"
"RT @ShakeOut: Leggi la Guida alla preparazione per le persone con disabilità e Access / Esigenze funzionali - essenziale per la preparazione #quake: http://t.co/X ...","11","1","1","167","25","1","0"
"Twitter ha davvero aiutato molto, ha dimostrato la sua efficacia non solo per i brand, ma soprattutto aiutando le persone #RescuePH","5","3","0","131","21","1","0"
"RT @ohhmygawdfila: - Cyclone Phailin in India - Typhoon Fitow in Cina - Typhoon Nari in Vietnam - Terremoto in terra delle Filippine - Typhoon Wi ...","15","0","0","149","21","0","0"
"RT @ Silver0_1: #PrayForTheUmmah #Syria #Rohingya (#Burma) #Palestina #Kashmir #Iraq #Afghanistan #Nigeria #Bangladesh #Muslim E altro ...","14","8","1","138","15","10","0"
"Ecco una foto del Colorado e gli incendi dallo spazio. http://t.co/QOAfPMoi","4","0","0","75","14","0","1"
"#prayforboston e #prayfortexas sono così tristi.:/","2","3","0","51","6","2","1"
"RT @rapplerdotcom: Alert livello 2 generato per Marikina River http://t.co/54PXJJaFXR #WeatherAlert #MaringPH","9","2","0","109","15","2","1"
"Incendi boschivi in ​​Colorado http://t.co/iIzWFN6Q","2","0","0","55","8","0","1"
"Smh Joe Fresh #Bangladesh","4","1","0","25","4","1","0"
"Typhoon #Haiyan dovrebbe fare landfall in #Vietnam http://t.co/wisHE2ZpOA","5","2","0","73","11","2","1"
"RT se hai più di 9 #bigwet #getinvolved","1","2","0","40","8","2","0"
"RT @unisdr: 17 ott L&#39;immagine della NASA dà un&#39;idea della scala e dell&#39;estensione degli incendi boschivi che infuria nel New South Wales #australia http://t.co/EvFD...","10","5","1","180","33","1","1"
"#amuay A tutti i tipi eccitati lmaooo http://t.co/XL8hvIDp","2","2","0","58","11","1","0"
"#qldfloods lmao. Chiunque abbia messo quelle cose è stato intelligente come un cazzo. Lol. Ho riso così forte di nuovo. http://t.co/LQC0G2Ug","4","4","1","142","23","1","0"
"Finalmente arrivato! #colorado #roadtrip http://t.co/MK4beSUq","1","3","0","61","8","2","0"
"RT @JohnMcDonalds: RT @John_John: Non sono sicuro di cosa fare.","4","2","0","63","10","0","0"
"RT @thoughtmarrow: Capitalism Exposed- il nexus del male politico-amministrativo-media #bangladesh #savar #shahbag http://t.co/wmhTViqAsK","4","3","1","137","18","3","0"
"Il Bangladesh conclude la ricerca di vittime del collasso: DHAKA, Bangladesh (AP) - L&#39;esercito del Bangladesh sta finendo il suo ... http://t.co/bIs04c5YW0","9","3","1","159","25","0","1"
"Polizia #QLD: #bigwet Bruce H&#39;Way vicino a Mobil Service Station e Butler St, Tully ... http://t.co/pNxFvjoC","10","3","0","112","20","2","1"
"RT @sunny_hundal:. @ Primarkjobs @Mango @Matalan: garantire la sicurezza dei lavoratori e risarcire le vittime del crollo dell&#39;edificio in Bangladesh http ...","10","3","0","162","22","0","1"
"#KourtneyKardashian è visto arrivare all&#39;aeroporto #LAX il 31 ottobre 2013 a Los Angeles http://t.co/NVd0gvPZy1","7","3","0","116","18","2","0"
"[Terremoto di Sanlandan] http://t.co/z7EbXzv2 #earthquake # Earthquake #thomas_hiatt","6","2","0","84","10","3","0"
"Charity chiede a #UK #retailer di essere più responsabili in #Bangladesh http://t.co/Maw0RVmFU7","6","4","0","96","15","3","1"
"La regione russa inizia il recupero dal danno meteorologico http://t.co/jp6bf4yx tramite @usatoday #news","3","3","0","104","16","1","1"
"# Le previsioni del Colorado: principalmente Smokey","3","1","0","51","6","1","1"
"RT @iJDBieberWifey: Justin è la persona più straordinaria del mondo. Sta facendo di tutto per aiutare le vittime del tifone Haiyan. # Mtvst ...","9","4","1","145","21","1","1"
